,ChenChao_RNA,Dave_RNA,Eric_RNA,Ethan_RNA,Khaondo_RNA,Niyilolawa_RNA,Pedro_RNA,Srivathani_RNA
PDE4A,0.0181902740398891,0.892591993755615,1.8916160206478401e-10,1.00459346872589e-05,0.363792669848845,0.211128293913122,0.0100893438757794,0.0002427136637842
MXD1,0.0181902740398891,7.786625211916011e-10,0.0010521926013928,1.98689172254363e-07,0.0158123684621345,1.43251154164296e-08,0.0079966998886023,2.19232132243347e-06
LGALS9C,0.0181902740398891,0.148459275420186,8.6037879084783e-05,0.0001605769712454,0.000276563623364,0.033471857420055,0.0764680920936411,4.62064780660968e-14
JOSD1,0.0182064463729081,0.449145337060992,0.473337138930117,0.0769922400500762,0.0005391972872035,0.0325224832785697,0.0218372299858697,0.0925542959138953
LINC02022,0.0182403109179318,,,0.0494201266839232,7.18486216611399e-05,0.0204978802368016,,
APOBR,0.0182725388847219,0.0603198579846399,0.0001316107265654,0.0057855089021939,0.0159046667811566,0.000423643498775,0.0101803401985228,0.0042510174664897
TSPYL4,0.0183253215781589,0.0632466405681279,0.0625484330219007,0.0311585234616672,0.0036618732065982,0.0040616306936811,0.0161867554258855,0.0282981584080905
FAM104A,0.0183589404968657,0.006122165491047,0.292358385495739,0.0089282049505114,0.0043998402996933,0.0004431020779595,0.0032122535363749,0.0085079161272926
SERPINB9P1,0.0184104229288156,0.028649780987582,1.4743852877326e-05,0.0042616314939325,0.752277641690376,0.0041663796800457,0.0005525518804721,0.323359106699282
HLA-F,0.0184952446987358,0.0104591651089788,0.0001809323505039,8.85109900365415e-06,5.64311112214695e-05,0.0016005431753442,0.0001036212039189,0.0324697322145075
RNF40,0.0185919332304117,0.0281013616389718,0.0374399327365089,0.0010430096465895,0.0753996382538434,0.0047704304235939,0.0020599097543632,0.029057150316212
PTPN6,0.018731979106583,0.403251204892184,0.0136452940206896,0.0332796249684769,0.0737674962830471,5.20104160902262e-05,0.0001691981979862,0.000377949196192
FOXP4-AS1,0.018736799028225,0.0015124374760664,0.019118331364607,0.000100665149809,0.0048167542090775,0.0001381804644699,0.159349505880044,0.416615538537024
PPIF,0.0188863354995025,0.0089258899301113,0.0580116181764112,0.0430108736044916,0.0253208358330206,0.055211563697361,0.0027523320356959,0.0053234998327993
SPIN1,0.0189886938501057,8.74843284828291e-05,0.0065096943819833,0.0015168635019098,0.0227464594388975,0.0014074380651015,0.156537303555722,0.0891321610980089
SMYD3,0.0191111461004557,0.959595056797652,0.872931434463299,0.332372919278036,0.750732280854204,0.656196019526444,0.836341845931293,0.19489173910823
LOC105370616,0.019162698881578,,0.674469581116589,0.0319125023761834,0.0560728184879705,0.0002580882798046,,0.0502638989199301
SNAPC2,0.0192564023423887,0.086553047211105,0.0884915877356831,0.0035606265069377,0.259485213945303,0.114475028854278,0.0422208710132087,0.0556210367289808
RUFY3,0.0193015198213183,0.188302633407162,0.0040584267912422,0.085684218052544,0.0502023281881276,0.356930479146587,0.208023895418421,0.553836125733235
TRIM37,0.0193482570382183,0.56584349200766,0.547537170726296,0.39371429729322,0.216955957257652,0.181693250127145,0.0001051508258858,0.107995358110019
VWA5A,0.0194368573697033,0.0069121884232527,0.317211660308644,0.0186742972781961,0.288633844427295,0.0058166945909215,0.165714502829277,0.482097449211328
LOC102723692,0.0194674169527321,0.0906844729758311,0.0534238743375339,0.0112406853810127,0.0005724220355788,0.16700739017167,0.0149478079082555,0.0036452669967532
PLA2G12A,0.0195407440695962,0.0451394997087392,0.0414500384572639,5.76565639876902e-06,0.0059107076533494,0.0009805830629089,0.135978154147137,0.0417535754762523
MIURF,0.0195649446056819,0.607220025225995,0.0011249852333612,0.027082742570547,2.55919898096336e-06,0.0553855556994862,0.0006011517376215,0.0080918911135252
NIFK,0.0195990332790842,0.0010823546916013,0.182145752213782,2.41068498644497e-06,1.84614910521415e-06,0.0004215916330244,0.0027434921604458,0.0108224061919243
TRIP12,0.0196158821591991,0.0106384495981657,0.0513252615457583,0.231756918621329,0.0014988754786904,0.0238430410227774,0.12048857464699,0.126145314315043
SYT16,0.0196998659749479,0.021992603387026,0.119654335926526,0.402409215023468,0.752277641690376,0.0166755928066372,0.0042247582089908,0.0109596257977279
TDP1,0.0197235413372463,0.119909786222742,0.0818114045742509,0.0162854497721171,0.0062384731117186,0.0423900595226329,0.0043046360576549,0.113055499236021
EXPH5,0.0197881235448208,1.03319501217908e-07,0.154222603232138,0.0147328000113123,0.970494500705147,0.489271736600382,0.746989373448933,0.088405388336018
EBLN3P,0.0198430764681545,0.313948867383736,0.245794591789645,0.0007922944497055,0.0036075645832193,0.0229664308477114,0.0681865833396376,0.0398614377948452
KANK2,0.0198558640337853,1.31772065124966e-07,0.027474670109798,0.0734906393053639,0.1252158009974,0.0393517418694879,0.0765449589672528,0.0023241763132449
EPOR,0.0199406851571453,0.247740330448576,0.0101415419431981,0.0021622380359497,0.0014344683553184,0.0011742411063782,0.116396994857239,0.101406357673394
KIF13A,0.019941629686936,0.970716516243173,0.0049846549103415,0.0016147204235699,0.332485939088594,0.316203056748997,0.266699140817136,0.441365433171337
KIF6,0.0200003841741286,0.0343003995631973,0.24692964701409,0.827727346547255,0.0002529011055947,0.0105951719626989,0.0444647477176726,0.113420560631505
LOC127898562,0.0200040717605441,0.926300717034579,0.340036414761129,0.0288220825971478,0.0120641151678862,0.0008549999302769,0.0056736019076619,0.406184067483813
PUSL1,0.0200040717605441,0.0622700969798633,0.0247474594866688,0.0259312481920495,0.0009495171306004,0.236310294732353,0.0229015451703029,0.0133524540824505
IFNG-AS1,0.0200427889544269,0.0001044381256422,0.789884977790652,0.0029855567427694,1.06227011431877e-05,0.0299652951690937,0.0007545375796514,0.0466026675574334
PNP,0.0200486548429711,0.20784314026776,0.0037183156055463,0.0833714460646359,0.0016505184806872,0.173912353305573,0.0022911447677876,0.63144358476272
ATP8B3,0.0202353539773555,0.99395158543806,0.827092957887887,0.392160128666201,0.878453008413135,0.236019591580674,0.0012176132718182,0.874506952723717
RND1,0.0202876265320127,0.0655452667899287,0.0011029778700825,0.425106350102345,0.0005696898074688,0.0013525720643832,0.0002433596158144,0.144666280854105
GET1,0.0203458402335184,0.0109712389456012,0.829585549254193,0.006526403859698,0.0097675148628635,0.188696979210025,0.758221566874555,0.568327385105554
ZFP69B,0.0203707195369686,0.0185005376378454,0.0617803695012474,3.02792579742473e-05,1.9581749192816e-05,0.0258921893554098,0.0020492005871252,0.097971721835833
EFNB2,0.0203707195369686,2.85475338661768e-08,0.971008380337421,0.468909649618502,0.0276452157304434,0.0518507657441438,0.678476313171735,0.124648857465772
KRBOX5,0.0203755346368757,0.324773708476684,0.950248410530699,0.809930749124761,0.990214378538523,0.982600959614468,0.609596849030482,0.816724661887962
DNM1P35,0.0205689677131508,0.0613491434663313,0.870698626603775,0.0036251802231245,0.0876216865882497,0.0011523667080725,0.0644803642119713,0.527960450621286
ADAM15-EFNA4,0.0206150825856076,0.881316983606979,0.0024929436691469,0.504265979099979,0.37457979567022,0.209693438711119,0.0110961552841174,0.294563589467331
NDUFC2-KCTD14,0.0206371459558586,0.0890503319184695,0.816406398933978,0.521472895543767,2.7678642280391496e-26,1.05767490515612e-06,0.766699671244901,0.0001173528276213
PDSS2,0.0207522725362169,0.621774318073376,0.443737882385738,0.001226965207013,0.0699514681334212,0.0464891010077826,0.335059818915918,0.0407627303882833
STIM1,0.0207848855067445,0.064960289317404,0.292853220842186,0.829910348396018,0.006624998918132,0.283836964994176,0.0047042376773461,0.0040509919642282
CEP19,0.0208653441208059,0.0710094962382634,0.798836897204782,0.0322849182565266,0.0004673682567703,0.0002573336668085,0.685213635487027,0.0921159736877549
RCCD1,0.0208966673262525,0.0040238980911314,0.0001691306568763,0.0001220205412296,4.50871030128142e-06,0.0070607834465838,0.0443417457199572,0.000412842695334
GATAD2A,0.0208966673262525,4.70782757022478e-05,0.0023959700308492,0.0010660523376773,0.0244588164645821,0.0003424018537674,0.000393790858508,0.0008613037530944
PCYT2,0.0209043368712083,0.112678474705811,0.0151831388149604,0.0171286547420809,0.0226863505669543,0.0175458026828733,0.015717784733303,0.0059297282490595
ICMT,0.0209043368712083,0.0090034121665207,0.368527315938286,0.617479228311712,0.0076292512574965,0.0274162705693599,0.117763643837603,0.238331603284249
UBQLN1,0.0209084981484488,0.0626105790498263,0.601287826992644,0.0339014838629965,0.191853445179559,0.082544457168584,0.0165461799790814,0.0084999788210756
CNST,0.0209325885214759,0.0001309612631778,0.382388126024313,0.0018358402579593,0.0100724547813128,0.0001652035012987,0.0039456686239301,0.0003947748507945
UBQLN2,0.020955063437538,0.309085883950631,0.166651470433226,0.168206067733702,0.0190120091014731,0.0194573484542766,0.0012086748146393,0.182829034638741
SCAMP2,0.0209944625184769,0.0898028537108167,0.0331704236157188,0.0323529891919773,0.0289145001508765,0.479919617665159,0.0038108947085391,0.0460358472714201
MYOF,0.0210913271495759,0.011383809771032,0.0002439668921184,0.0257041406226089,2.41041346594381e-14,0.0018777771052944,0.020848157655577,0.0151717319601739
NIPA2,0.0211143058430644,0.435425244090376,0.0436323941784064,0.189760713561741,0.0850038649881458,0.159617659506876,0.261137240059674,0.380221342571014
HBP1,0.021155636394504,0.28656439116082,0.897501030135513,0.873154103852748,0.0004330617440898,0.319406867456883,0.150042626902042,0.702879494100394
AKAP8L,0.0211743899240732,0.0399646210973527,0.391326325910275,0.687337549488841,0.0131497733243005,0.0982450160713847,0.637080424382888,0.330723979801701
KIAA2013,0.0212019539787626,0.12149087027385,0.0004196093025125,0.0001259487636685,0.133374593516605,0.000593257620856,0.0001507274674512,0.0066328224478126
ELOA,0.0213899734706879,0.0145770101210098,0.0621447527827944,4.49567203727526e-05,1.01902111045878e-05,0.003599880377116,1.34035065389418e-05,0.0036046649657654
ALG3,0.0214574049125457,0.53555088341375,0.0299347172204949,0.312029060346881,0.585946442150997,0.109919723395673,0.0099548699101816,0.0811638306896035
LOC124905983,0.021497070099861,0.0006280152047359,0.0007149059429515,7.28461584936888e-10,0.0426651027720523,6.03023842502812e-05,0.0001035477078664,0.0912759737851278
FBRS,0.0215412175947118,0.0388517332426239,0.0063376448733561,0.0408182050191509,0.246536407029919,0.0747207922700271,0.0116179109382944,0.0174842319936311
MIR4800,0.0215702819674182,0.0001278969939476,0.106623437958318,1.90736159081712e-06,0.0001025874703595,9.07771216416776e-06,0.0398304063866203,0.0056905221396051
DIP2C,0.0217447157835423,0.853908705791696,0.90167006550018,1.33856312107895e-05,0.464147439666827,0.0051641173541962,0.641436483286673,2.05750166718697e-06
DBN1,0.0217447157835423,0.1306464380045,0.0348267518127063,0.0956153728885302,0.0463613843476165,0.0648669291680829,0.0079536974369503,0.039141886583724
SSR1,0.0217466927386123,0.559075671232465,0.0444471114111143,0.0250035027044258,0.022466863561597,0.135849689611215,0.103332324050267,0.171331611252378
MYO6,0.0217466927386123,0.246896216338837,0.267841260065977,0.832665125996093,0.000347255005804,0.237798555151674,0.0024872245415197,0.0113709046677356
PTDSS2,0.0218152245736025,0.281934908966717,0.0001148933831849,0.139495053265661,0.864789356892211,0.011578417297345,0.288491225462932,0.0317148207715091
ATF3,0.0219273439661495,0.0406026301056013,4.83089393548634e-05,0.0002022083891655,4.55081550346064e-05,0.0036376027560898,0.0023484993218269,0.0247793866603851
DDIT4,0.022187915694712,0.0519282800285687,0.0001986991046173,2.9890067294230605e-09,0.0001320221666584,1.33542048544674e-06,2.23812500064494e-07,0.0234006552318532
SPARC,0.0222173747860506,0.0008817694068726,0.0606003385960625,0.0057810532640432,0.124005029073331,0.055916596133981,0.0786461292450293,0.109951102623791
RAP1B,0.0222189425609961,0.0086502531195223,0.0481709730280081,0.0866175973357004,0.0909685430198691,0.0718637236359192,0.258973665418674,0.256297692421778
CD44,0.0222718458727779,0.0919322193777,0.375291712285682,0.0470690548960336,0.001829884969273,0.0220877170686961,0.0157099032275135,0.01725216276961
KCNAB2,0.0223313487061349,6.33651781681355e-05,0.0037628345181182,0.0087706965501319,0.0318558105398654,0.0116486226915836,0.0059601450626889,0.0167802731860341
SUN1,0.0223967980789444,0.119909786222742,0.119016756128082,0.0080738666112017,0.226747588179116,0.0018777771052944,0.230438395977971,0.0034989797850206
SPOUT1,0.0224038027383753,0.105957490666601,0.0264204076248258,0.0065883813187912,0.0038456615653803,0.0138290291630433,0.0834156745086715,0.0280625202102299
KDM4C,0.0224715127080132,0.539383438428529,0.153790295009796,0.666904663553083,0.0688075424420028,0.0053053370759664,0.0060497694582594,0.10316612633428
ZC4H2,0.0225443827660575,0.86224863745522,0.286624609839249,0.0702377006996099,0.73437459443475,0.00665438620616,0.303886324424839,0.55819081609658
MRPS30-DT,0.0226546403135405,0.0218653406855641,0.355087820504945,0.0280020368105166,0.0799647138923035,0.0187932197721109,0.0589759397953109,0.373850876304425
CEP104,0.0228276881527762,0.0087885619364156,6.26757049516623e-05,1.9832089556078001e-10,0.240009308681696,0.430087418649581,0.0138422786155593,0.315038580519636
TPP2,0.0229125123524002,0.0080491466925798,0.212924047271648,3.46728392244046e-05,0.0024242168669267,0.0074748034865188,0.0380467809826068,0.0063431992539052
TPT1-AS1,0.0229296629042855,0.10499418592513,0.0876757809752124,0.0016370955588285,0.0111726537961871,0.0172389616371577,0.0161035661983683,0.184574952889123
ACOT9,0.0230469517793019,0.610491890386584,0.749252884342553,0.495910436921435,0.0003740727793825,0.0031132424847888,0.0031341727599761,0.155836450651811
MAT2A,0.0231851820734169,0.23013500385284,0.319726700246916,0.0177307282118985,0.008460215209132,0.16082007968348,0.234559811053157,0.0222675903572149
TSC22D3,0.0232382088912919,0.0447917026326557,0.0107740240946667,0.377538841450566,0.0001881962946814,0.0074377201233557,0.0328767639823599,0.0294155920599709
SHB,0.0232501444700681,0.0142565683166814,0.0238823982244354,0.57589388825669,0.0098708316132869,0.0403016287100184,0.0721256200854503,0.0438246423185602
LINC00487,0.0232731575861158,,,0.747307504519488,0.0008681640154481,0.0198215023222034,,
RASAL3,0.0232840469170482,0.0047313153710412,0.003169031287659,0.0684857176849475,0.323900616733995,0.00687093232967,0.0094709862231026,0.0537948900484426
GIMAP7,0.0233184718703094,0.020653339972354,4.07242809481752e-05,4.92771303365726e-06,0.910532007122631,0.71717616542974,0.492445530531887,0.27346516650955
ADGRD1,0.0233184718703094,0.837665708872215,0.110142416921806,1.98084131867036e-07,0.02366733566966,0.0203249689375827,1.08522645561133e-05,0.574084848359331
LINC01521,0.023373685523213,0.39165809827062,0.44863277786834,0.0035850634103429,0.0062330977091246,0.0043774492836617,0.0732050286548999,0.0151201017021479
CEP162,0.023399907331357,0.0311340107356274,0.0162789227810397,0.0001328230879704,0.187325758799681,0.363631613053668,0.374435316302594,0.184414881128826
GNPDA1,0.023399907331357,0.0016786340376332,0.929155380962707,0.467052062901286,0.0184386640123951,0.099057023620624,0.0022956387973752,0.0258853679363343
NCK1,0.0234438434533996,0.367617473817109,0.0211652109594516,0.0004405931657823,0.0012133409809469,0.0014760824356454,0.0117188279850849,0.164468519012671
ZBTB46,0.0234695350583499,0.0013052640726073,3.80648238611194e-06,2.77251700091889e-05,0.675909713342976,0.0032409753702767,0.355951717318949,0.975127562969292
HGS,0.0234695350583499,0.155835465700633,0.0011430907607394,0.0768248206584003,0.380861247472918,0.00469530457097,0.306187030123284,0.0412503245998097
DOP1B,0.0234695350583499,0.933609540348248,0.891680322865137,0.599569961201016,0.005112300103657,0.411307796632419,0.298806192901852,0.459336425910104
ZNF275,0.0234725962992915,1.77361409954326e-06,0.314194359970877,0.0407981362790089,0.595715500348844,0.0002701152888857,0.0476149905801361,0.0706127298473063
COMMD1,0.0235654823559517,0.679532531015292,0.6889029744279,0.001515994246164,0.632394266880269,0.132524478790089,0.556546327166052,0.149417790914185
LRRC8C,0.0236422209877048,8.37855857465297e-05,0.13108017122197,0.187604858997424,5.32079798627367e-06,0.0143913757635941,0.24129007239274,0.0059809501097169
ATN1,0.0236703062947379,0.206485988841184,0.297988172341159,0.410913920139196,0.440847097605786,0.125488720298401,0.0107821446844453,0.13021574978709
MCFD2,0.0236837964209846,0.4778062980362,0.643430229346691,0.0510376615156345,0.0109683403177206,0.0017852844515744,0.0014233214420986,0.114198045361775
NFATC3,0.0237422569731322,0.0005501146391179,0.195075009188017,8.59141083356256e-05,0.0008088759177501,0.0126581426169554,0.299876721291931,0.0022532030203199
